	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
5283	761	B00004YOBM	AQFAXWS8UHY2S	Tools & Home Improvement	4	Using Extractors/easy-outs is not a job for everyone, it is easy to apply crooked pressure and break them off inside the hole.	1.0	Warning	yes	after		21
5284	761	B00004YOBM	AQFAXWS8UHY2S	Tools & Home Improvement	5	For bigger stuff it easier to weld on an extra bolt but I did not have this option as I was working with a small screw in fiberglass/wood.	1.0	Usage	yes	after		27
5304	762	B00004YODB	A3CR7V7V236TQS	Tools & Home Improvement	19	Although the tool was nice in many respects it was still not the precision build of a makita , I still felt I would have to make a few modifications and adjustments before I would be happy , the base looked real sloppy to me on the dewalt and the fit of the motor housing still plastic was not all that great , it looked forced together with gaps between the screw positions .	1.0	Warning	yes	before		70
5366	775	B00004YVB0	A3QSZ2SE3HUSXM	Sports & Outdoors	3	I cut my thumb on the blade!	1.0	Warning	yes	after		7
5392	776	B00004YVB1	ACNYR79WI3K1K	Sports & Outdoors	17	The case itself is the sturdiest of the four nylon cases I have owned in the past and the closure suffices for day to day uses, but if you do work where the tool could fall out if the button were not snapped, I would either look at getting a different case or know you will have to modify the existing one.	1.0	Usage	yes	after		62
5403	779	B00004YVBB	AHNCSRONCAQ5F	Sports & Outdoors	4	It is also not a bad choice to pair with a SAK or multi-tool that doesnt come with scissors.	1.0	Usage	yes	after		18
5423	785	B00004Z2JT	A3H906VCUE4GD1	Tools & Home Improvement	2	It does take a bit of a squeeze to work, and loading the staples is a bit of a bother if you work in a tight place - I havent been able to load this one handed.	1.0	Usage	yes	before		36
5454	792	B000051WTT	A8HQNZ9QAJXWL	Tools & Home Improvement	3	The only drawbacks are that you cannot use it outside below freezing temps because the gas cells wont work right and you do have to buy the cells for it.	1.0	Warning	yes	before		31
5482	795	B000051ZOO	A2AVQKTJCOA7DX	Tools & Home Improvement	15	Dont even think of buying a planer without a sharpening tool, because if you do not have one you will be cutting slow, wearing down what is left of your blade, damaging your wood, and making a lot more noise.	1.0	Warning	yes	before		40
5486	795	B000051ZOO	A2AVQKTJCOA7DX	Tools & Home Improvement	19	After 6 years of planing, I learned a secret to minimize blade wear in the first place: SPONGE the board with water before passing it into the planer.	1.0	Maintenance	yes	after		27
5490	795	B000051ZOO	A2AVQKTJCOA7DX	Tools & Home Improvement	23	Simply put, wet wood planes much easier than dry wood.	1.0	Maintenance	no	after		10
5495	795	B000051ZOO	A2AVQKTJCOA7DX	Tools & Home Improvement	28	A real key to long life in a planer is keeping the shavings out of the mechanics.	1.0	Warning	yes	after		17
5511	795	B000051ZOO	A2AVQKTJCOA7DX	Tools & Home Improvement	44	A tip for avoiding nicks (gouges in the wood): if you see them, note the direction of the nick.	1.0	Usage	no	after		19
5527	797	B0000533G7	A27E44IWS3B7VD	Sports & Outdoors	11	Some days, the peppermint oil eaves my skin tingling, which lasts for a half hour and more after washing.	1.0	Usage	no	before		19
5576	807	B000056HM5	A2GKHJ7W6OIU8Q	Baby	7	Just have to clean the base/nipple/ring, but super easy and used to throw in the dishwasher.	1.0	Maintenance	yes	both		15
5616	815	B000056HNO	AUYKXRJOPHWG2	Baby	3	I washed in cold water and dried on low since I had read the reviews saying they would shrink.	1.0	Maintenance	no	after		19
5622	815	B000056HNO	AUYKXRJOPHWG2	Baby	9	I would definitely suggest covering your changing pag with SOMETHING so that all the yuck doesnt get down into all the little crevices of the pad.	1.0	Usage	no	after		26
5626	816	B000056HNU	A3ULUTLVIQ5G14	Baby	3	I wouldnt even say getting this as a pump for when youre on the go is a good idea because the leaking milk will get all over leaving you with clean up.	1.0	Warning	yes	before		32
5668	823	B000056J1X	A3OH4KCJME56WV	Baby	3	I dont see this lasting a long time.	1.0	Warning	yes	before		8
5793	842	B000056JJ8	ATQBC3BLGN6HK	Baby	3	You should definitely measure the width and thickness of the area you want to protect though.	1.0	Usage	yes	before		16
5810	844	B000056JLK	A2L18QWLTBBC6U	Baby	9	Buy more than one though, because they definitely get dirty quickly--I think I changed mine every day for the first 2-3 weeks that my son was home!	1.0	Complementary product	yes	both		27
5864	852	B000056OV3	A7Q7Y1Y0BC0IW	Baby	7	And I did not notice it untill I tried to replace it so I already opened the origianl refill and some how broke the darn thing.	1.0	Warning	yes	before		26
5940	867	B000058DNE	A2UYLD3M1LV4VY	Baby	4	Unfortunately, the beads are so tightly packed into the tail that they dont rattle at all; also, there is a yellow mesh fabric that covers the tail so you can barely even see the beads.	1.0	Warning	no	before		35
5944	867	B000058DNE	A2UYLD3M1LV4VY	Baby	8	It does, but it only buzzes/vibrates for a split second, not nearly long enough for my baby to even realize whats going on!3)  The grasshopper is supposed to rattle, but when I shake it, I can barely hear the rattle sound coming from inside its body.	1.0	Warning	yes	before		45
5983	874	B000059XOD	A2HHC8U8ZSBYCQ	Baby	7	It is recommended that when they are so young that they still need to face you, that you use a sling instead.	1.0	Usage	no	both		22
5988	874	B000059XOD	A2HHC8U8ZSBYCQ	Baby	12	I would simply roll up a burpcloth or small blanket to prop my babys cheek and head up, and he could take a full nap in it on a walk.	1.0	Usage	yes	after		30
6082	890	B00005BLM6	A1021X1F41GBCJ	Baby	9	When warming these bottles, if you find the fluid going up into the vent, just loosen the collar, the column of liquid goes back down and tighten again.	1.0	Usage	yes	both		28
6100	891	B00005BLMC	A1RXASB0XM536I	Toys & Games	11	In summary- good basic set, just be careful getting accessories to make sure they truly are compatible or work the way they are supposed to.	1.0	Usage	yes	after		24
6175	902	B00005BSM3	A3UISFQMOSZJMO	Baby	5	What I liked most about this product was that it grows with your child so they can use it as a stepstool as they get older.	1.0	Alternative use	yes	both		26
6178	902	B00005BSM3	A3UISFQMOSZJMO	Baby	8	The maximum weight on this product is 200 pounds so I think its a good product for adults as well who maybe need a little extra help reaching that top shelf in the kitchen!	1.0	Alternative use	yes	both		33
6182	903	B00005BSXI	AP9XBQMGSBUJK	Baby	4	Within the first month of use the hand-held audio only monitor broke.	1.0	Warning	yes	before		11
6184	903	B00005BSXI	AP9XBQMGSBUJK	Baby	6	The camera is kind of a pain, though.	1.0	Warning	no	before		8
6338	931	B00005C2NP	A3N5FK8Z1X8WCW	Baby	5	Unless the bottle is a regular generic bottle with a gallon of fluid inside, it wont keep the heating latch engaged.	1.0	Warning	no	before		21
6382	936	B00005CAJK	A1MG8OZXQ5M0SU	Baby	5	Walnut IS dark Walnut, not a cherry color (fyi).	1.0	Warning	yes	before		9
6387	938	B00005CBBF	A15J2ZDHAGIJD2	Baby	1	These wall hanging are well made and are so light weight you can put them up with a tack.	1.0	Usage	yes	after		19
6438	945	B00005JIVI	A2H3M40UTEJVDF	Baby	4	I also got the Evenflo Infant to Toddler bath that has the built in (removable) inclined, cushioned insert that worked quite well instead.	1.0	Complementary product	yes	both		23
6464	950	B00005LBZF	A2EH6T9EOMNWRG	Baby	6	The spoon fits well in my 15 months hand and mouth and she likes it.	1.0	Size	yes	before		14
6465	950	B00005LBZF	A2EH6T9EOMNWRG	Baby	7	I have to hold the plate as she eats because the bowl moves with slight force.	1.0	Usage	yes	after		16
6466	950	B00005LBZF	A2EH6T9EOMNWRG	Baby	8	She is also able to pick it up and throw it though the instructions say that picking the bowl up for a baby is difficult.	1.0	Usage	yes	after		25
6472	950	B00005LBZF	A2EH6T9EOMNWRG	Baby	14	Please DO NOT put ANY plastic in a microwave especially food for your baby.	1.0	Warning	yes	after		14
6499	955	B00005LEZ6	A3KWHVYVXDGME3	Tools & Home Improvement	5	The kerf width the teeth chip away is far too narrow and leaves the saw to bind up in the cut, and this issue also causes excessive heat leading to terrible cut life and a slow, bogged down cut.	1.0	Warning	yes	before		39
6501	956	B00005LEZK	A31HLECBNPFSOX	Tools & Home Improvement	2	It cuts smoothly on the out side edge (good for cutting openings), but makes a really rough area on the piece cut out.	1.0	Warning	yes	before		23
6519	960	B00005ML71	A2NIT6BKW11XJQ	Musical Instruments	1	If you are not use to using a large sustaining pedal while playing the piano, it may appear little awkward.	1.0	Warning	yes	before		20
6547	967	B00005NQE8	A129PLFBKS3D49	Toys & Games	2	My son is now 3 and 9 months and we played it the other day and both enjoyed it.	1.0	Population segment	yes	both		17
6557	969	B00005OKZ7	AA5ENW633HM3I	Sports & Outdoors	5	It is made very big just to be more universal and fit more saddles, but its not the best idea.	1.0	Usage	no	both		20
6575	972	B00005Q7B0	A2UEMWFN1FY9JT	Tools & Home Improvement	2	I have layers and layers of paint to remove from trim on an older house and this heat gun does a great job.	1.0	Alternative use	yes	both		23
6588	976	B00005QBWZ	A1OAQLHCVKKNC5	Baby	2	It also restricts you in the kind of wipes you can buy... forget getting Chubbs in its round container, for instance.	1.0	Warning	yes	before		21
6618	982	B00005R1HN	A1EVLNUZL1BOCK	Tools & Home Improvement	6	The comments about the difficulty freeing up locked clamps (the handle slid all of the way forward and torqued) holds true.	1.0	Warning	yes	before		21
6633	983	B00005R1HY	A3A16X7ISSYQFL	Tools & Home Improvement	7	The Jorgensen swivel allows you to clamp up to about a 15 degree angle with no additional clamping aids, very nice.	1.0	Usage	yes	both		20
6644	986	B00005RCQS	AUBKXJYRKGOF4	Sports & Outdoors	4	However, I originally bought this mat for Insanity, and I found two drawbacks with it for that program: (1) The thickness of the mat makes it a bit unstable for quick lateral movements and floor holds, which are HUGE parts of the Insanity workouts.	1.0	Warning	yes	before		43
6645	986	B00005RCQS	AUBKXJYRKGOF4	Sports & Outdoors	5	(2) The smooth material gets very slick with sweat, which makes it a bit treacherous (at one point I slipped over sideways doing a 1-2-3 Heisman... but at least the thickness of the mat padded my fall!).	1.0	Warning	yes	before		35
6657	987	B00005RCS1	A2TF8JIFP9E9LO	Baby	9	(Also, make sure it isnt too thick or it will smush against the glass when you frame it.)	1.0	Warning	no	both		18
6661	987	B00005RCS1	A2TF8JIFP9E9LO	Baby	13	When it dries, little holes and creases appear - so I took a nail file (I didnt have any sandpaper) and filed the edges and the top, around the footprint, to make it look more smooth.	1.0	Workaround	yes	both		35
6702	992	B00005RHPP	A1BJQB277QBBEU	Tools & Home Improvement	1	This guide works with my Dewalt 625 router and would probably fit many other brands and models.	1.0	Complementary product	yes	before		16
6705	992	B00005RHPP	A1BJQB277QBBEU	Tools & Home Improvement	4	This is also easily converted over to use as a circle cutting jig as well.	1.0	Alternative use	yes	both		15
6708	992	B00005RHPP	A1BJQB277QBBEU	Tools & Home Improvement	7	You could also maker bigger circles simply by purchasing longer rods at HD or your local metal supplier.	1.0	Complementary product	yes	both		18
6728	995	B00005S7TD	A1BO06X17IPILN	Tools & Home Improvement	6	I added a hand knob for the depth adjustment and a safety paddle power switch that made it convenient to use it as a table mounted unit.	1.0	Usage	yes	after		27
6745	995	B00005S7TD	A1BO06X17IPILN	Tools & Home Improvement	23	If you already have one of these routers I strongly recommend you remove the top motor cover and epoxy the magnet onto the shaft.	1.0	Usage	yes	after		24
6768	1001	B00005UC6Q	A113MCPLAVCP7Z	Baby	1	My 7 month old wants nothing to do with these... she would rather try to hold the bottle without the handles.	1.0	Warning	yes	before		20
6809	1007	B00005V9NV	A2QXLN6TPXBUF7	Baby	4	FavesPhilips AVENT Disposable Nursing PadsPROS:- Softer than Lansinoh- works really well when nipples are very tender and drying out makes it worse- regardless of what cream/balm I used, sore nipples / cracks / splits / healing wounds do not stick (only occasionally)CONS:- they are a little bulkier than Lansinoh so they may show through some bras- when I was in the leaking stage (or when I go a little too long between my night and morning pumping session) I have occasionally leaked through the padLansinoh Disposable Nursing PadsPROS:- Thinner and larger in diameter than Avent- keeps nipples drier- I dont think that I have ever leaked throughCONS:- not as soft as Advent- sore nipples / cracks / splits / healing wounds stick to pad and sometimes tear off scabs (sorry this sounds so gross, but it happens)I usually use Avent when my nipples are in bad shape (seems to go in cycles) because they are softer and my wounds dont stick and then switch to Lansinoh when they are healing and need to dry out.	1.0	Usage	yes	after		164
6825	1010	B00005YVRN	A5FE4AUUKECQW	Toys & Games	4	Youll have to wait until mattress is moved down, or remove the bumpers.	1.0	Usage	yes	before		13
6896	1020	B0000635VF	A21EKYYNF7NDAF	Tools & Home Improvement	2	The screw gets in the way and you have to flip it if you trying to lay it flat.	1.0	Usage	yes	after		19
6899	1021	B0000635WI	A2HOA352TOCY91	Baby	2	Its long enough for my height (511) so that was a big plus.	1.0	Size	yes	both		12
6912	1022	B0000639O5	A23NSKTMSPPBTR	Tools & Home Improvement	7	Replacing sandpaper is not difficult, but you get the most clearance when the levers are pulled back less than all the way, meaning that to get the paper completely snug, holding the lever part way open is necessary.	1.0	Maintenance	yes	both		38
6923	1023	B000063JQJ	A2LXP91DF4WU0N	Toys & Games	3	When my grandbabies come over 3 yrs old 18 months old and 14 months old, they all play with it.	1.0	Population segment	yes	before		17
6948	1026	B000063XTX	ATK0TPOYO0OHF	Tools & Home Improvement	3	Unfortunately, what I did not realize is that the router and the templates wont work without a third accessory, the Bosch Quick Change Template Adapter.	1.0	Complementary product	yes	both		25
